x,file_name,speaker,sex,Number,wordTarget,word,singGem,syllType,vowelLength,syllStruct,c.v,phoneme,modeArticulation4,placeArticulation,voiced.unvoiced,placeVoicing,durationC2,durationVoicedPercC2,durationVOTAll,VOTDec,durationBurst,durationVOT,durationVoicedPercVOTAll,intensityOnsetVOTAll,intensityOffsetVOTAll,durationV2,f0OnsetV2,intensityOnsetV2,f1OnsetV2,h1mnh2OnsetNormV2,durationV1,f0OffsetV1,intensityOffsetV1,f1OffsetV1,h1mnh2OffsetNorm
1,01_F_W_main_1.wav,sp1,F,8,saba2,saba2,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,60.192,100,19.223,-60.192,6,13,100,52.552,64.476,89.008,247.259,67.276,699.3,-2.084,90.468,238.629,63.776,572.974,9.123
2,01_F_W_main_1.wav,sp1,F,38,2adar,2adar,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,87.021,57.47126437,11.308,-87.021,8,3,0,56.928,63.395,155.232,241.093,66.585,541.895,5.307,48.417,239.162,70.377,644.354,NA
3,01_F_W_main_1.wav,sp1,F,68,3aTab,3aTab,singleton,trochaic,shortV1,V1C2V2,C2,Tt,stop,pharyngealised,voiceless,pharyngealised voiceless,106.91,43.92523364,21.445,21,7,14,0,52.623,59.685,86.317,245.363,61.124,659.119,11.842,51.964,240.506,68.65,941.943,0.981
4,01_F_W_main_1.wav,sp1,F,98,Hakam,Hakam,singleton,trochaic,shortV1,V1C2V2,C2,k,stop,velar,voiceless,velar,109.712,32.72727273,22.01,22,11,11,0,55.27,57.747,113.302,239.385,60.938,444.444,17.516,63.215,238.447,66.397,660.786,3.576
5,01_F_W_main_1.wav,sp1,F,371,Haba2,Haba2,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,76.996,67.53246753,16.396,-76.996,9,7,41.17647059,53.373,64.179,76.441,244.032,64.529,679.062,13.017,61.523,205.35,65.853,637.487,0.861
6,01_F_W_main_1.wav,sp1,F,395,fatal,fatal,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,101.024,83.16831683,28.779,-101.024,11,18,0,53.523,55.595,76.969,211.629,55.654,729.039,4.492,48.332,223.067,59.175,672.229,NA
7,01_F_W_main_1.wav,sp1,F,419,baTal,baTal,singleton,trochaic,shortV1,V1C2V2,C2,Tt,stop,pharyngealised,voiceless,pharyngealised voiceless,113.885,79.8245614,21.058,-113.885,7,14,0,51.15,57.605,128.451,250.42,59.652,574.405,16.358,65.001,214.19,61.305,748.889,0.284
8,01_F_W_main_1.wav,sp1,F,449,sakan,sakan,singleton,trochaic,shortV1,V1C2V2,C2,k,stop,velar,voiceless,velar,107.313,48.59813084,27.06,27,12,15,33.33333333,59.837,61.3,107.776,227.676,62.764,723.954,8.053,66.045,214.231,62.904,641.803,6.79
9,01_F_W_main_1.wav,sp1,F,743,2abaD,2abaD,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,64.881,100,23.229,-64.881,9,14,100,50.554,60.142,79.88,216.769,60.458,615.731,2.374,60.386,222.699,64.035,548.37,12.408
10,01_F_W_main_1.wav,sp1,F,767,3atab,3atab,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,100.92,89.10891089,20.297,-100.92,7,14,15,55.35,61.006,123.152,233.516,63.697,697.162,2.996,127.721,223.633,56.841,741.283,8.542
11,01_F_W_main_1.wav,sp1,F,797,3adal,3adal,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,80.235,100,25.866,-80.235,7,19,100,53.044,59.067,104.346,223.386,61.494,598.024,5.437,97.014,207.78,64.3,817.304,8.511
12,01_F_W_main_1.wav,sp1,F,851,rakab,rakab,singleton,trochaic,shortV1,V1C2V2,C2,k,stop,velar,voiceless,velar,110.423,13.51351351,27.968,28,15,13,14.28571429,59.042,61.795,133.557,271.555,63.371,665.918,17.954,79.433,251.286,68.124,676.737,-6.459
13,01_F_W_main_2.wav,sp1,F,1151,rabaT,rabaT,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,62.895,100,28.559,-62.895,12,17,100,52.479,63.681,111.966,246.161,63.838,646.746,8.019,90.094,224.803,64.445,484.892,15.535
14,01_F_W_main_2.wav,sp1,F,1175,katab,katab,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,109.559,43.63636364,28.8,29,7,22,24.13793103,53.652,61.829,127.482,234.771,63.522,764.987,1.725,65.03,226.741,65.323,681.949,2.104
15,01_F_W_main_2.wav,sp1,F,1199,3adad,3adad,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,65.06,89.23076923,19.092,-65.06,6,13,10.52631579,53.783,58.386,107.755,239.389,60.431,647.207,8.174,79.032,227.551,63.685,710.31,6.714
16,01_F_W_main_2.wav,sp1,F,1241,2aDah,2aDah,singleton,trochaic,shortV1,V1C2V2,C2,DD,stop,pharyngealised,voiced,pharyngealised voiced,75.132,100,16.347,-75.132,6,11,100,56.998,64.52,152.184,252.422,65.703,554.913,8.576,63.178,245.18,66.177,733.794,-0.328
17,01_F_W_main_2.wav,sp1,F,1265,sakat,sakat,singleton,trochaic,shortV1,V1C2V2,C2,k,stop,velar,voiceless,velar,89.156,43.82022472,38.169,38,8,30,0,60.019,58.082,117.454,246.81,58.781,660.104,7.286,82.231,235.413,58.615,560.37,12.648
18,01_F_W_main_2.wav,sp1,F,1556,Taba2,Taba2,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,76.928,100,17.892,-76.928,6,12,100,52.547,62.997,67.543,232.728,65.439,674.54,2.414,72.738,226.786,63.635,639.209,3.824
19,01_F_W_main_2.wav,sp1,F,1580,2atal,2atal,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,114.771,46.95652174,28.93,29,5,24,13.79310345,51.418,60.128,105.404,233.573,61.045,491.526,12.313,35.531,228.787,63.389,695.709,NA
20,01_F_W_main_2.wav,sp1,F,1610,jadal,jadal,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,59.463,78.33333333,25.261,-59.463,4,22,36,53.426,62.494,96.164,239.06,64.31,602.753,10.327,113.37,237.925,64.111,654.111,0.11
21,01_F_W_main_2.wav,sp1,F,1628,khaTab,khaTab,singleton,trochaic,shortV1,V1C2V2,C2,Tt,stop,pharyngealised,voiceless,pharyngealised voiceless,98.255,71.42857143,18.312,-98.255,6,13,31.57894737,56.155,63.351,110.275,262.528,63.616,689.111,11.23,52.523,225.969,64.281,717.121,2.588
22,01_F_W_main_2.wav,sp1,F,1652,Sadam,Sadam,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,pharyngealised,voiced,pharyngealised voiced,62.833,100,17.137,-62.833,4,13,100,53.304,62.261,99.528,261.57,62.976,582.027,16.771,85.185,228.84,64.887,664.346,2.342
23,01_F_W_main_2.wav,sp1,F,1905,badal,badal,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,73.521,100,21.298,-73.521,10,12,100,52.316,61.843,115.105,213.978,63.074,560.682,3.011,73.355,231.547,63.012,617.031,2.869
24,01_M_W_main_1.wav,sp11,M,1993,saba2,saba2,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,79.475,100,7.079,-79.475,3,4,100,69.031,70.894,83.727,111.078,71.576,544.654,-0.846,95.172,118.13,71.833,612.232,-2.033
25,01_M_W_main_1.wav,sp11,M,2023,2adar,2adar,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,71.275,100,5.295,-71.275,5,0.4,100,64.724,66.591,200.521,120.811,68.2,504.064,9.827,70.834,121.568,73.142,595.273,-1
26,01_M_W_main_1.wav,sp11,M,2053,3aTab,3aTab,singleton,trochaic,shortV1,V1C2V2,C2,Tt,stop,pharyngealised,voiceless,pharyngealised voiceless,96.294,16.49484536,38.384,38,5,33,0,58.766,64.956,132.324,131.354,69.752,653.545,8.007,72.857,117.945,69.19,656.074,4.043
27,01_M_W_main_1.wav,sp11,M,2083,Hakam,Hakam,singleton,trochaic,shortV1,V1C2V2,C2,k,stop,velar,voiceless,velar,98.214,31.63265306,33.658,34,13,21,2.94117647,57.753,61.995,158.663,126.099,66.321,546.529,7.658,86.702,122.119,69.2,672.674,-1.349
28,01_M_W_main_1.wav,sp11,M,2386,Haba2,Haba2,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,65.041,100,12.199,-65.041,4,9,100,64.318,67.096,133.085,112.772,70.437,541.319,3.67,112.366,115.858,71.176,497.803,5.461
29,01_M_W_main_1.wav,sp11,M,2410,fatal,fatal,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,74.075,100,32.507,-74.075,4,28,33.33333333,58.115,69.167,162.831,110.378,72.3,582.461,-8.874,95.187,123.635,70.95,563.319,3.366
30,01_M_W_main_1.wav,sp11,M,2440,baTal,baTal,singleton,trochaic,shortV1,V1C2V2,C2,Tt,stop,pharyngealised,voiceless,pharyngealised voiceless,82.812,9.63855422,25.476,26,5,21,0,54.36,64.782,146.492,110.939,70.284,574.707,-1.215,98.937,120.169,67.623,513.001,-2.986
31,01_M_W_main_1.wav,sp11,M,2470,sakan,sakan,singleton,trochaic,shortV1,V1C2V2,C2,k,stop,velar,voiceless,velar,89.204,96.62921348,38.461,-89.204,5,34,0,57.365,65.605,179.782,112.087,68.131,520.503,-5.454,83.033,124.39,71.803,671.995,-2.284
32,01_M_W_main_1.wav,sp11,M,2774,2abaD,qabaD,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,80.482,100,5.503,-80.482,2,4,100,71.731,71.731,186.562,114.292,75.905,512.24,-6.878,111.152,119.427,78.681,531.901,3.215
33,01_M_W_main_1.wav,sp11,M,2798,3atab,3atab,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,90.627,13.18681319,19.506,20,5,15,0,60.357,69.098,142.158,112.506,72.151,554.047,-4.894,100.612,130.462,74.044,630.58,-1.76
34,01_M_W_main_1.wav,sp11,M,2828,3adal,3adal,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,69.114,100,5.111,-69.114,5,0.6,100,70.166,70.166,179.649,115.307,74.08,484.295,12.788,120.575,123.374,74.27,545.151,-2.885
35,01_M_W_main_2.wav,sp11,M,2870,rakab,rekeb,singleton,trochaic,shortV1,V1C2V2,C2,k,stop,velar,voiceless,velar,106.758,100,23.386,-106.758,8,15,4.16666667,60.203,67.061,91.814,114.11,72.156,415.174,-2.495,82.453,131.616,76.647,414.668,-1.869
36,01_M_W_main_2.wav,sp11,M,3141,rabaT,rabaT,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,87.623,100,7.622,-87.623,3,5,100,69.766,72.73,138.523,120.07,75.287,515.539,-10.023,127.401,121.042,75.344,544.871,-1.627
37,01_M_W_main_2.wav,sp11,M,3165,katab,katab,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,86.866,34.48275862,32.934,33,5,28,0,57.695,67.768,119.972,110.456,72.702,620.728,4.925,79.809,123.49,74.064,664.376,NA
38,01_M_W_main_2.wav,sp11,M,3189,3adad,3adad,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,36.844,100,11.293,-36.844,4,7,100,66.674,70.01,116.789,111.772,71.153,566.054,-5.626,101.975,125.088,75.359,627.534,-1.285
39,01_M_W_main_2.wav,sp11,M,3231,2aDah,2aDah,singleton,trochaic,shortV1,V1C2V2,C2,DD,stop,pharyngealised,voiced,pharyngealised voiced,82.414,100,11.413,-82.414,10,1,100,63.459,65.89,215.349,123.871,70.937,480.366,5.513,76.311,130.23,73.621,526.776,2.491
40,01_M_W_main_2.wav,sp11,M,3255,sakat,sakat,singleton,trochaic,shortV1,V1C2V2,C2,k,stop,velar,voiceless,velar,77.934,34.61538462,43.46,44,4,40,11.62790698,54.928,66.977,79.399,101.683,69.827,584.927,-1.048,85.765,122.201,70.206,624.589,2.48
41,01_M_W_main_2.wav,sp11,M,3511,Taba2,Taba2,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,80.847,100,4.357,-80.847,4,0.4,100,70.354,70.354,91.373,126.507,73.131,498.397,0.056,90.884,121.657,75.114,532.915,-0.645
42,01_M_W_main_2.wav,sp11,M,3529,2atal,2atal,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,84.877,18.82352941,22.3,22,10,12,13.63636364,57.459,65.833,157.398,111.678,68.692,558.987,-4.242,101.511,127.657,69.623,615.881,8.516
43,01_M_W_main_2.wav,sp11,M,3547,jadal,jadal,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,68.382,100,2.821,-68.382,2,1,100,68.619,68.619,179.277,125.956,71.275,460.331,-7.985,131.247,130.688,75.163,489.925,3.44
44,01_M_W_main_2.wav,sp11,M,3565,khaTab,khaTab,singleton,trochaic,shortV1,V1C2V2,C2,Tt,stop,pharyngealised,voiceless,pharyngealised voiceless,73.23,100,30.611,-73.23,6,25,100,60.14,67.831,119.094,113.314,73.676,568.465,-6.055,84.603,132.299,70.993,592.858,8.196
45,01_M_W_main_2.wav,sp11,M,3583,Sadam,Sadam,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,pharyngealised,voiced,pharyngealised voiced,57.342,100,8.921,-57.342,4,5,100,66.484,67.871,187.429,113.237,70.585,505.448,12.215,125.584,120.52,73.651,501.381,-6.748
46,01_M_W_main_3.wav,sp11,M,3780,badal,badal,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,53.054,100,9.221,-53.054,4,5,100,68.19,71.954,128.445,121.058,75.364,485.946,5.939,116.647,125.851,79.425,520.316,12.155
47,02_F_W_main_1.wav,sp2,F,3991,saba2,saba2,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,79.554,100,7.304,-79.554,3,4,100,62.688,65.074,79.17,198.267,65.349,520.064,-1.854,75.896,221.717,67.486,624.213,-10.437
48,02_F_W_main_1.wav,sp2,F,4021,2adar,2adar,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,73.912,100,13.184,-73.912,6,7,100,57.954,63.701,149.811,205.02,64.395,556.06,5.78,72.674,225.32,67.408,593.607,5.799
49,02_F_W_main_1.wav,sp2,F,4051,3aTab,3aTAb,singleton,trochaic,shortV1,V1C2V2,C2,Tt,stop,pharyngealised,voiceless,pharyngealised voiceless,114.062,21.92982456,18.729,18,8,10,15.78947368,54.097,64.254,105.176,248.546,64.654,597.07,6.021,78.949,260.553,65.471,945.782,10.598
50,02_F_W_main_1.wav,sp2,F,4081,Hakam,Hakam,singleton,trochaic,shortV1,V1C2V2,C2,k,stop,velar,voiceless,velar,93.553,41.4893617,26.612,27,16,11,100,57.802,59.336,105.082,225.77,59.648,778.705,0.836,66.87,241.348,63.15,911.636,4.368
51,02_F_W_main_1.wav,sp2,F,4380,Haba2,Haba2,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,85.977,100,5.344,-85.977,3,2,100,66.275,67.914,80.438,226.298,68.315,556.69,-1.892,56.233,247.486,68.939,827.841,10.382
52,02_F_W_main_1.wav,sp2,F,4404,fatal,fatal,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,107.696,100,11.408,-107.696,4,8,100,52.267,60.668,86.003,224.259,63.113,641.089,-2.319,61.999,264.043,61.946,746.575,9.922
53,02_F_W_main_1.wav,sp2,F,4434,baTal,baTal,singleton,trochaic,shortV1,V1C2V2,C2,Tt,stop,pharyngealised,voiceless,pharyngealised voiceless,89.801,41.11111111,16.244,16,10,6,0,53.825,58.034,104.089,223.797,60.7,587.898,-12.963,73.195,251.991,67.417,765.313,6.457
54,02_F_W_main_1.wav,sp2,F,4464,sakan,sakan,singleton,trochaic,shortV1,V1C2V2,C2,k,stop,velar,voiceless,velar,91.079,49.45054945,38.201,38,11,27,0,56.06,55.365,85.383,181.23,58.118,698.244,-1.02,74.77,268.845,65.666,750.185,7.461
55,02_F_W_main_1.wav,sp2,F,4778,2abaD,2AbAD,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,57.7,100,6.155,-57.7,3,3,100,60.328,61.739,91.468,223.845,62.188,628.311,7.643,82.17,223.007,71.059,620.287,-0.824
56,02_F_W_main_1.wav,sp2,F,4814,3atab,3atab,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,103.083,100,12.735,-103.083,8,4,100,54.675,62.582,75.215,167.337,63.715,538.532,3.219,75.789,266.892,66.061,834.149,-5.706
57,02_F_W_main_1.wav,sp2,F,4838,3adal,3adal,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,77.841,100,9.031,-77.841,4,5,100,60.73,67.016,106.09,176.159,67.608,557.405,1.771,80.746,246.134,67.677,998.693,13.342
58,02_F_W_main_1.wav,sp2,F,4892,rakab,rikib,singleton,trochaic,shortV1,V1C2V2,C2,k,stop,velar,voiceless,velar,89.395,71.91011236,36.165,-89.395,9,27,24.32432432,57.349,63.244,54.41,270.307,63.411,339.752,-5.638,53.825,317.99,72.97,331.489,-4.715
59,02_F_W_main_2.wav,sp2,F,5183,rabaT,rabaT,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,81.801,100,7.338,-81.801,3,4,100,64.476,66.708,89.201,195.493,68.026,578.89,11.762,113.434,250.102,73.249,739.016,-2.512
60,02_F_W_main_2.wav,sp2,F,5207,katab,katab,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,104.751,7.61904762,10.542,10,6,4,0,60.962,66.983,101.002,201.111,67.837,578.653,-1.995,86.963,278.574,69.525,727.822,19.413
61,02_F_W_main_2.wav,sp2,F,5231,3adad,3adad,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,65.852,100,11.633,-65.852,9,3,100,59.228,66.812,112.221,181.665,69.345,521.061,16.571,100.464,265.42,68.925,845.242,7.036
62,02_F_W_main_2.wav,sp2,F,5273,2aDah,2ADAh,singleton,trochaic,shortV1,V1C2V2,C2,DD,stop,pharyngealised,voiced,pharyngealised voiced,73.6,100,13.202,-73.6,7,6,100,62.544,67.162,48.611,219.562,68.655,505.612,2.933,87.994,257.131,72.705,665.558,-0.695
63,02_F_W_main_2.wav,sp2,F,5291,sakat,sakat,singleton,trochaic,shortV1,V1C2V2,C2,k,stop,velar,voiceless,velar,101.455,78.21782178,23.638,-101.455,11,13,0,55.656,59.823,94.655,242.178,62.67,520.312,1.608,75.599,270.777,65.708,935.495,4.7
64,02_F_W_main_2.wav,sp2,F,5577,Taba2,Taba2,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,81.944,100,5.988,-81.944,4,2,100,66.417,68.074,69.44,207.192,69.67,627.385,-6.652,64.534,254.421,70.394,827.648,-0.535
65,02_F_W_main_2.wav,sp2,F,5601,2atal,2atal,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,95.855,88.42105263,23.316,-95.855,4,19,0,51.682,60.94,99.253,247.956,62.373,756.337,7.261,47.938,260.91,68.443,847.114,-2.292
66,02_F_W_main_2.wav,sp2,F,5631,jadal,jadal,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,81.144,100,5.438,-81.144,4,1,100,65.102,65.655,114.991,235.499,67.773,517.17,7.754,116.347,258.581,70.804,685.499,-2.599
67,02_F_W_main_2.wav,sp2,F,5649,khaTab,khaTab,singleton,trochaic,shortV1,V1C2V2,C2,Tt,stop,pharyngealised,voiceless,pharyngealised voiceless,119.364,36.97478992,8.454,8,5,3,0,56.844,60.603,92.922,243.989,62.812,522.781,14.686,69.419,270.367,67.815,804.699,4.259
68,02_F_W_main_2.wav,sp2,F,5667,Sadam,Sadam,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,pharyngealised,voiced,pharyngealised voiced,58.177,100,8.405,-58.177,6,3,100,61.348,63.806,92.749,201.334,64.363,610.862,-0.78,91.06,235.732,66.402,759.643,3.033
69,02_F_W_main_2.wav,sp2,F,5899,badal,badal,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,84.243,100,11.675,-84.243,5,7,100,59.804,65.119,116.397,244.979,68.09,609.19,1.085,95.426,250.526,69.781,761.962,1.818
70,02_M_W_main_1.wav,sp12,M,5927,saba2,saba2,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,82.405,100,4.911,-82.405,3,2,100,67.589,67.589,79.787,111.781,69.64,584.47,1.973,61.912,115.331,74.393,583.772,-0.253
71,02_M_W_main_1.wav,sp12,M,5957,2adar,2adar,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,67.81,100,14.861,-67.81,6,9,100,61.915,67.435,178.858,124.535,69.414,503.322,-5.607,64.712,125.479,71.407,571.729,-0.791
72,02_M_W_main_1.wav,sp12,M,6164,Haba2,Haba2,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,63.625,100,9.57,-63.625,6,4,100,65.292,68.428,115.294,124.785,70.459,607.989,9.653,59.225,122.633,74.449,628.826,4.255
73,02_M_W_main_1.wav,sp12,M,6188,fatal,fatal,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,111.701,16.96428571,26.036,26,3,23,0,52.457,65.251,181.614,120.132,68.121,539.253,-6.027,42.794,128.289,66.057,546.869,4.168
74,02_M_W_main_1.wav,sp12,M,6364,2abaD,2abaD,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,77.609,100,7.659,-77.609,NA,NA,100,62.887,64.572,159.332,117.107,66.114,507.43,-11.472,51.826,118.213,67.359,536.174,2.179
75,02_M_W_main_1.wav,sp12,M,6388,3atab,3atab,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,75.98,22.36842105,31.47,31,4,27,0,51.685,66.593,138.519,120.596,68.549,597.544,-9.639,101.606,118.633,66.877,580.561,-2.778
76,02_M_W_main_1.wav,sp12,M,6406,3adal,3adel,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,75.625,100,22.975,-75.625,3,20,100,60.622,65.557,101.682,116.819,66.604,431.088,-2.762,81.03,122.972,69.637,641.088,-2.719
77,02_M_W_main_2.wav,sp12,M,6586,rabaT,rabaT,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,50.876,100,3.233,-50.876,NA,NA,100,66.002,66.002,150.887,121.649,67.505,497.522,-2.073,101.356,125.663,73.725,566.073,3.302
78,02_M_W_main_2.wav,sp12,M,6604,katab,katab,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,87.374,12.64367816,21.229,21,14,7,0,57.772,68.733,122.939,120.481,71.506,570.073,16.596,60.383,132.211,71.496,528.243,-2.202
79,02_M_W_main_2.wav,sp12,M,6616,2aDah,2aDah,singleton,trochaic,shortV1,V1C2V2,C2,DD,stop,pharyngealised,voiced,pharyngealised voiced,70.206,100,15.32,-70.206,4,11,100,59.204,66.01,171.623,126.073,67.723,504.947,-6.583,69.017,128.532,70.171,509.271,4.903
80,02_M_W_main_2.wav,sp12,M,6726,Taba2,Taba2,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,59.101,100,8.886,-59.101,NA,NA,100,65.948,65.833,168.162,116.988,66.559,455.08,6.692,65.528,128.409,72.037,495.114,7.423
81,02_M_W_main_2.wav,sp12,M,6744,2atal,2atal,singleton,trochaic,shortV1,V1C2V2,C2,t,stop,alveolar,voiceless,alveolar voiceless,99.784,23,19.918,19,6,13,0,57.47,68.525,140.767,124.036,73.029,567.903,0.353,46.126,138.579,70.246,640.729,5.893
82,02_M_W_main_2.wav,sp12,M,6774,jadal,jadal,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,67.143,100,16.214,-67.143,4,12,100,59.388,64.73,145.997,119.293,68.033,508.172,6.66,85.736,128.407,70.225,468.905,5.63
83,02_M_W_main_2.wav,sp12,M,6786,khaTab,khaTab,singleton,trochaic,shortV1,V1C2V2,C2,Tt,stop,pharyngealised,voiceless,pharyngealised voiceless,85.732,15.11627907,26.481,27,12,15,0,58.276,64.548,121.403,125.7,66.447,576.504,4.918,54.829,130.186,72.904,543.056,-4.47
84,02_M_W_main_2.wav,sp12,M,6804,Sadam,Sadam,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,pharyngealised,voiced,pharyngealised voiced,60.922,100,8.503,-60.922,4,5,100,65.818,67.907,119.869,118.248,71.624,535.386,-7.733,76.271,129.698,73.35,459.859,-4.807
85,02_M_W_main_2.wav,sp12,M,7004,badal,badal,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,68.923,100,18.817,-68.923,8,11,100,61.166,70.002,155.483,124.773,73.676,508.68,7.912,62.734,119.45,72.39,483.931,6.854
86,02_M_W_xtra.wav,sp12,M,7114,baTal,baTal,singleton,trochaic,shortV1,V1C2V2,C2,Tt,stop,pharyngealised,voiceless,pharyngealised voiceless,75.965,11.84210526,19.277,20,5,15,0,60.854,70.054,87.055,141.763,72.544,586.33,-6.308,51.743,133.2,76.4,556.991,-5.637
87,03_F_W_main_1.wav,sp3,F,7354,saba2,saba2,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,68.277,100,2.685,-68.277,NA,NA,100,65.055,65.142,171.803,219.188,67.181,584.116,1.601,85.217,262.15,71.381,644.261,4.753
88,03_F_W_main_1.wav,sp3,F,7384,2adar,2adar,singleton,trochaic,shortV1,V1C2V2,C2,d,stop,alveolar,voiced,alveolar voiced,92.229,100,9.815,-92.229,6,3,100,66.286,70.197,221.628,262.142,71.418,602.333,-3.351,49.921,309.119,78.693,893.737,-1.572
89,03_F_W_main_1.wav,sp3,F,7414,3aTab,3ATab,singleton,trochaic,shortV1,V1C2V2,C2,Tt,stop,pharyngealised,voiceless,pharyngealised voiceless,91.603,42.85714286,17.709,17,4,13,0,56.116,66.038,158.312,242.67,67.753,735.577,-3.668,97.129,296.681,67.189,897.223,10.538
90,03_F_W_main_1.wav,sp3,F,7444,Hakam,Hakam,singleton,trochaic,shortV1,V1C2V2,C2,k,stop,velar,voiceless,velar,81.89,48.14814815,27.024,27,15,12,0,62.814,65.017,202.471,282.718,66.488,585.397,10.809,70.708,312.984,65.165,675.519,0.176
91,03_F_W_main_1.wav,sp3,F,7747,Haba2,Haba2,singleton,trochaic,shortV1,V1C2V2,C2,b,stop,bilabial,voiced,bilabial,60.565,100,7.43,-60.565,3,4,100,64.295,67.19,167.813,227.947,68.18,586.195,1.13,76.566,279.468,71.904,624.261,-3.941
